,modelo,precio,combustible,CV,km,lugar,año,link
1822,Renault Captur TCe Energy Zen 66kW,15.150  ,  Gasolina,Unknown,                 34.233               ,                              Madrid             ,                                  2019             ,https://www.coches.com/coches-segunda-mano/ocasion-renault-captur-tce-energy-zen-66kw-en-madrid.htm?id=6849275
1823,Volkswagen Polo 1.6TDI Edition 59kW,13.000  ,  Diesel,Unknown,                 62.281               ,                              Madrid             ,                                  2018             ,https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-polo-16tdi-edition-59kw-en-madrid.htm?id=6849271
1824,Ford Puma 1.0 EcoBoost MHEV Titanium 125,20.990  ,  Gasolina,Unknown,                 8.000               ,                              Zaragoza             ,                                  2021             ,https://www.coches.com/km0/seminuevo-ford-puma-10-ecoboost-mhev-titanium-125-en-zaragoza.htm?id=6849269
1825,Volkswagen Touran 1.6TDI CR BMT Advance DSG7 85kW,17.990  ,  Diesel,Unknown,                 148.000               ,                              Castellon             ,                                  2016             ,https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-touran-16tdi-cr-bmt-advance-dsg7-85kw-en-castellon.htm?id=6849267
1826,Renault ScénicGrand  1.5dCi Energy Limited 5pl.,12.650  ,  Diesel,Unknown,                 89.935               ,                              Madrid             ,                                  2016             ,https://www.coches.com/coches-segunda-mano/ocasion-renault-scenic-grand--15dci-energy-limited-5pl-en-madrid.htm?id=6849265
1827,Audi Q7 3.0TDI Black line ed. Q. Tip. 200kW(9.75),48.900  ,  Diesel,Unknown,                 79.036               ,"                              Palmas, Las             ",                                  2018             ,https://www.coches.com/coches-segunda-mano/ocasion-audi-q7-30tdi-black-line-ed-q-tip-200kw975-en-palmas+las.htm?id=6849261
1828,Ford C-Max 1.5TDCi Trend+ 120,13.300  ,  Diesel,Unknown,                 110.550               ,                              Madrid             ,                                  2017             ,https://www.coches.com/coches-segunda-mano/ocasion-ford-c-max-15tdci-trend+-120-en-madrid.htm?id=6849257
1829,Renault Master Fg. dCi 95kW T L2H2 3300,16.950  ,  Diesel,Unknown,                 159.000               ,                              Madrid             ,                                  2017             ,https://www.coches.com/coches-segunda-mano/ocasion-renault-master-fg-dci-95kw-t-l2h2-3300-en-madrid.htm?id=6849255
1830,Renault Captur 1.5dCi Energy eco2 Intens 66kW,13.200  ,  Diesel,Unknown,                 110.233               ,                              Madrid             ,                                  2018             ,https://www.coches.com/coches-segunda-mano/ocasion-renault-captur-15dci-energy-eco2-intens-66kw-en-madrid.htm?id=6849253
1831,Skoda Octavia Combi 2.0TDI CR Ambition 110kW,10.950  ,  Diesel,Unknown,                 250.000               ,                              Madrid             ,                                  2018             ,https://www.coches.com/coches-segunda-mano/ocasion-skoda-octavia-combi-20tdi-cr-ambition-110kw-en-madrid.htm?id=6849247
1832,Mercedes Clase MML 280CDI Aut.,11.900  ,  Diesel,Unknown,                 274.348               ,"                              Palmas, Las             ",                                  2006             ,https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+m-ml-280cdi-aut-en-palmas+las.htm?id=6849239
1833,Opel Zafira 1.4 T S/S Excellence 140,17.000  ,  Gasolina,Unknown,                 53.059               ,                              Madrid             ,                                  2018             ,https://www.coches.com/coches-segunda-mano/ocasion-opel-zafira-14-t-ss-excellence-140-en-madrid.htm?id=6849237
1834,Opel Mokka X 1.4T GLP Selective 4x2,17.000  ,  Gasolina,Unknown,                 34.704               ,                              Madrid             ,                                  2018             ,https://www.coches.com/coches-segunda-mano/ocasion-opel-mokka-x-14t-glp-selective-4x2-en-madrid.htm?id=6849235
1835,Renault Clio E-TECH Híbrido Intens 103kW,18.150  ,  Híbrido,Unknown,                 11.869               ,                              Madrid             ,                                  2021             ,https://www.coches.com/coches-segunda-mano/ocasion-renault-clio-e-tech-hibrido-intens-103kw-en-madrid.htm?id=6849233
1836,Renault Kangoo Fg. 1.5dCi Profesional Gen5 55kW,10.900  ,  Diesel,Unknown,                 36.089               ,                              Madrid             ,                                  2015             ,https://www.coches.com/coches-segunda-mano/ocasion-renault-kangoo-fg-15dci-profesional-gen5-55kw-en-madrid.htm?id=6849225
1837,Audi A4 30 TDI Advanced S tronic 100kW,30.636  ,  Diesel,Unknown,                 22.336               ,                              Granada             ,                                  2020             ,https://www.coches.com/coches-segunda-mano/ocasion-audi-a4-30-tdi-advanced-s-tronic-100kw-en-granada.htm?id=6849223
1838,Skoda Spaceback 1.2 TSI Ambition 63kW,10.500  ,  Gasolina,Unknown,                 68.613               ,                              Pontevedra             ,                                  2015             ,https://www.coches.com/coches-segunda-mano/ocasion-skoda-spaceback-12-tsi-ambition-63kw-en-pontevedra.htm?id=6849221
1839,Nissan Qashqai 1.6dCi Acenta 4x2 XTronic,18.600  ,  Diesel,Unknown,                 67.616               ,                              Madrid             ,                                  2018             ,https://www.coches.com/coches-segunda-mano/ocasion-nissan-qashqai-16dci-acenta-4x2-xtronic-en-madrid.htm?id=6849219
1840,                 Volkswagen  PRO Furgón BMT 30             ,10.800  , Diesel, 136 cv,                 1               ,                  Malaga             ,                  2015             ,https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-crafter-pro-furgon-bmt-30-bc-tn-136-en-malaga.htm?id=6841368
1841,                 Hyundai i20  1.1CRDI BD Klass             ,7.500  , Diesel, 75 cv,                 142.000               ,                  Caceres             ,                  2015             ,https://www.coches.com/coches-segunda-mano/ocasion-hyundai-i20-11crdi-bd-klass-en-caceres.htm?id=6841162
1842,                 Mercedes Clase A 45 S AMG 4Matic+             ,66.900  , Gasolina, 422 cv,                 9.800               ,                  Valencia             ,                  2020             ,https://www.coches.com/km0/seminuevo-mercedes-clase+a-a-45-s-amg-4matic+-8g-dct-en-valencia.htm?id=6831859
1843,                 Bmw Serie 3 320i             ,2.500  , Gasolina, 170 cv,                 290.000               ,                  Madrid             ,                  2003             ,https://www.coches.com/coches-segunda-mano/ocasion-bmw-serie+3-320i-en-madrid.htm?id=6822725
1844,                 Toyota Yaris  1.3 VVT-i Luna             ,4.400  , Gasolina, 87 cv,                 92.000               ,                  Madrid             ,                  2006             ,https://www.coches.com/coches-segunda-mano/ocasion-toyota-yaris-13-vvt-i-luna-en-madrid.htm?id=6820287
1845,                 Volkswagen  Cabrio 1.6             ,6.950  , Gasolina, 102 cv,                 122.000               ,                  Jaen             ,                  2004             ,https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-beetle-cabrio-16-en-jaen.htm?id=6819651
1846,                 Nissan Terrano  3.0 DI Elegance             ,7.490  , Diesel, 154 cv,                 180.000               ,                  Granada             ,                  2004             ,https://www.coches.com/coches-segunda-mano/ocasion-nissan-terrano-30-di-elegance-en-granada.htm?id=6819441
1847,                 Renault Talisman  1.8dCi Blue Executive             ,25.000  , Diesel, 150 cv,                 13.266               ,                  Murcia             ,                  2021             ,https://www.coches.com/coches-segunda-mano/ocasion-renault-talisman-18dci-blue-executive-110kw-en-murcia.htm?id=6771976
1848,                 Audi A4 Allroad  quattro 3.0TDI             ,23.900  , Diesel, 218 cv,                 151.000               ,                  Castellon             ,                  2016             ,https://www.coches.com/coches-segunda-mano/ocasion-audi-a4+allroad-quattro-30tdi-s-tronic-160kw-en-castellon.htm?id=6768580
1849,                 Bmw Serie 3 320d Aut.             ,4.500  , Diesel, 163 cv,                 349.000               ,                  Girona             ,                  2006             ,https://www.coches.com/coches-segunda-mano/ocasion-bmw-serie+3-320d-aut-en-girona.htm?id=6739643
1850,                 Renault Mégane  1.5dCi Life 95             ,8.100  , Diesel, 95 cv,                 109.100               ,                  Madrid             ,                  2014             ,https://www.coches.com/coches-segunda-mano/ocasion-renault-megane-15dci-life-95-en-madrid.htm?id=6696784
1851,                 Volkswagen  1.4 TGI GNC             ,13.590  , Gasolina, 110 cv,                 47.965               ,"                  Coruña, A             ",                  2019             ,https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-caddy-14-tgi-gnc-trendline-en-coruna+a.htm?id=6664410
1852,                 Mg Marvel R  Performance AWD             ,47.300  , Eléctrico, 288 cv,                 0               ,                  Valladolid             ,                  2022             ,https://www.coches.com/km0/seminuevo-mg-marvel+r-performance-awd-70kwh-212kw-en-valladolid.htm?id=6655038
1853,                 Seat Ateca  1.5 EcoTSI S&S Style             ,24.200  , Gasolina, 150 cv,                 21.000               ,                  Cordoba             ,                  2021             ,https://www.coches.com/coches-segunda-mano/ocasion-seat-ateca-15-ecotsi-s_s-style-dsg-en-cordoba.htm?id=6651010
1854,                 Land Rover  2.0 I4 MHEV             ,46.170  , Gasolina, 200 cv,                 14.309               ,                  Valencia             ,                  2019             ,https://www.coches.com/coches-segunda-mano/ocasion-land+rover-range+rover+evoque-20-i4-mhev-r-dynamic-s-awd-aut-200-en-valencia.htm?id=6590889
1855,                 Bmw Serie 2 216dA Gran Coupé             ,29.900  , Diesel, 116 cv,                 14.001               ,                  Malaga             ,                  2021             ,https://www.coches.com/coches-segunda-mano/ocasion-bmw-serie+2-216da-gran-coupe-en-malaga.htm?id=6578295
